Name,GP,MIN,PTS,FGM,FGA,FG%,3P Made,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,TARGET_5Yrs,Id
Carmelo Anthony,82,36.5,21.0,7.6,17.9,42.6,0.8,2.6,32.2,5.0,6.4,77.7,2.2,3.8,6.1,2.8,1.2,0.5,3.0,1.0,921
Kirk Hinrich,76,35.6,12.0,4.2,10.8,38.6,1.9,4.9,39.0,1.8,2.2,80.4,0.6,2.9,3.4,6.8,1.3,0.3,2.7,1.0,922
Chris Bosh,75,33.5,11.5,4.4,9.5,45.9,0.1,0.2,35.7,2.7,3.8,70.1,2.5,4.9,7.4,1.0,0.8,1.4,1.4,1.0,924
Jarvis Hayes,70,29.2,9.6,4.0,9.9,40.0,0.6,1.9,30.5,1.1,1.4,78.6,1.0,2.8,3.8,1.5,1.0,0.2,1.6,1.0,925
T.J. Ford,55,26.8,7.1,2.8,7.2,38.4,0.1,0.4,23.8,1.5,1.8,81.6,0.7,2.5,3.2,6.5,1.1,0.1,2.5,1.0,926
Keith Bogans,73,24.5,6.8,2.5,6.2,40.3,0.9,2.6,35.8,0.9,1.4,63.1,1.5,2.9,4.3,1.3,0.6,0.1,1.0,1.0,927
Udonis Haslem,75,23.9,7.3,2.7,6.0,45.9,0.0,0.0,0.0,1.9,2.4,76.5,2.5,3.8,6.3,0.7,0.4,0.3,1.0,1.0,928
Josh Howard,67,23.7,8.6,3.4,7.9,43.0,0.3,1.0,30.3,1.4,2.1,70.3,2.2,3.3,5.5,1.4,1.0,0.8,1.0,1.0,929
Chris Kaman,82,22.5,6.1,2.4,5.3,46.0,0.0,0.0,0.0,1.2,1.7,69.7,1.5,4.1,5.6,1.0,0.3,0.9,1.9,1.0,930
Steve Blake,75,18.6,5.9,2.1,5.4,38.6,1.0,2.7,37.1,0.7,0.9,82.1,0.2,1.3,1.6,2.8,0.8,0.1,1.7,1.0,934
Marquis Daniels,56,18.6,8.5,3.6,7.3,49.4,0.2,0.6,30.6,1.1,1.4,76.9,1.2,1.4,2.6,2.1,0.9,0.2,0.8,1.0,935
Linton Johnson,41,17.9,4.2,1.8,5.0,35.5,0.2,0.8,21.2,0.5,0.9,59.5,1.4,3.0,4.5,0.7,0.9,0.8,0.9,1.0,936
Marcus Banks,81,17.1,5.9,2.2,5.5,40.0,0.3,1.1,31.4,1.2,1.6,75.6,0.4,1.3,1.6,2.2,1.1,0.2,1.5,1.0,937
Luke Ridnour,69,16.1,5.5,2.1,5.1,41.4,0.4,1.2,33.8,0.9,1.1,82.3,0.5,1.1,1.6,2.4,0.8,0.1,1.2,1.0,938
Willie Green,53,14.5,6.9,2.7,6.7,40.1,0.4,1.2,31.1,1.1,1.5,72.8,0.3,0.9,1.2,1.0,0.5,0.1,1.1,1.0,939
Chris McCullough,24,15.1,4.7,1.8,4.5,40.4,0.5,1.4,38.2,0.5,1.0,47.8,1.0,1.8,2.8,0.4,1.2,0.5,0.6,0.0,940
Mo Williams,57,13.5,5.0,2.0,5.3,38.0,0.2,0.7,25.6,0.8,1.0,78.6,0.4,0.9,1.3,1.3,0.5,0.0,0.9,1.0,941
David West,71,13.1,3.8,1.5,3.2,47.4,0.0,0.0,0.0,0.8,1.1,71.3,1.6,2.5,4.2,0.8,0.4,0.4,0.7,1.0,942
Brian Cook,35,12.6,4.4,1.9,4.0,47.5,0.0,0.1,0.0,0.6,0.8,75.0,0.9,2.0,2.9,0.6,0.5,0.5,0.5,1.0,943
Kyle Korver,74,11.9,4.5,1.6,4.4,35.2,1.1,2.8,39.1,0.3,0.3,79.2,0.4,1.1,1.5,0.5,0.3,0.1,0.6,1.0,945
Norman Powell,49,14.8,5.6,2.0,4.7,42.4,0.7,1.8,40.4,0.9,1.1,81.1,0.3,1.9,2.3,1.0,0.6,0.2,0.7,0.0,946
Jason Kapono,41,10.4,3.5,1.3,3.1,40.3,0.5,1.1,47.7,0.5,0.6,83.3,0.5,0.9,1.3,0.3,0.3,0.1,0.5,1.0,948
Luke Walton,72,10.1,2.4,0.9,2.1,42.5,0.2,0.5,33.3,0.4,0.6,70.5,0.5,1.2,1.8,1.6,0.4,0.1,0.6,1.0,949
Reece Gaines,38,9.6,1.8,0.7,2.3,29.1,0.1,0.3,30.0,0.4,0.7,64.0,0.2,0.8,1.0,1.1,0.3,0.1,0.5,0.0,950
Richie Frahm,54,8.7,3.4,1.2,2.6,45.3,0.6,1.7,37.0,0.4,0.5,88.5,0.2,0.8,1.0,0.4,0.3,0.1,0.1,0.0,951
Jay Williams,75,26.1,9.5,3.6,9.1,39.9,0.9,2.7,32.2,1.4,2.1,64.0,0.4,2.2,2.6,4.7,1.1,0.2,2.3,0.0,958
Carlos Rogers,81,25.3,10.0,4.1,7.6,53.6,0.0,0.0,0.0,1.8,2.4,77.1,2.5,5.0,7.5,1.3,0.7,0.6,1.3,1.0,959
Carlos Rogers,49,20.8,8.9,3.7,6.9,52.9,0.0,0.3,14.3,1.6,3.0,52.1,2.2,3.5,5.7,0.8,0.5,1.1,1.7,1.0,960
Junior Harrington,82,24.4,5.1,2.1,5.7,36.2,0.1,0.3,25.0,0.9,1.4,65.2,0.5,2.5,3.0,3.4,1.0,0.2,1.9,0.0,961
J.R. Bremer,64,23.5,8.3,2.7,7.3,36.9,1.6,4.5,35.3,1.3,1.7,76.6,0.3,2.0,2.3,2.6,0.6,0.1,0.9,0.0,962
Dorian Finney-Smith,33,22.8,5.2,1.9,4.6,40.5,0.9,2.8,32.3,0.6,0.8,76.0,0.7,2.2,2.8,1.0,0.6,0.3,0.7,0.0,963
Rashad Vaughn,70,14.3,3.1,1.2,3.8,30.5,0.6,2.1,29.3,0.2,0.2,80.0,0.2,1.1,1.3,0.6,0.4,0.2,0.4,0.0,964
Vincent Yarbrough,59,23.4,6.9,2.8,7.3,39.3,0.4,1.3,26.9,0.8,1.1,79.0,0.6,2.1,2.7,2.2,1.0,0.6,1.4,0.0,965
Rasual Butler,72,21.0,7.5,2.9,7.9,36.2,0.7,2.4,29.2,1.1,1.4,73.1,0.4,2.2,2.6,1.3,0.3,0.6,1.1,1.0,966
Reggie Evans,67,20.4,3.2,1.0,2.1,47.1,0.0,0.0,0.0,1.2,2.3,51.9,2.5,4.1,6.6,0.5,0.6,0.2,0.8,1.0,967
Mike Batiste,75,16.6,6.4,2.6,6.2,42.2,0.2,1.1,22.2,0.9,1.2,78.4,1.1,2.3,3.4,0.7,0.6,0.2,0.9,0.0,969
Mike Dunleavy,82,15.9,5.7,2.0,5.1,40.3,0.6,1.8,34.7,1.0,1.2,78.0,0.8,1.8,2.6,1.3,0.7,0.2,1.1,1.0,970
Mike Dunleavy,82,15.9,5.7,2.0,5.1,40.3,0.6,1.8,34.7,1.0,1.2,78.0,0.8,1.8,2.6,1.3,0.7,0.2,1.1,1.0,971
Jarell Martin,27,14.1,5.7,2.0,4.3,46.6,0.0,0.1,0.0,1.7,2.3,72.6,1.4,1.7,3.2,0.6,0.3,0.3,0.7,0.0,972
Juan Dixon,42,15.4,6.4,2.5,6.5,38.4,0.6,2.0,29.8,0.9,1.1,80.4,0.3,1.4,1.7,1.0,0.6,0.1,1.0,1.0,974
Melvin Ely,52,15.4,4.5,1.8,3.6,49.5,0.0,0.0,0.0,1.0,1.4,70.3,1.2,2.1,3.3,0.3,0.2,0.6,1.0,1.0,975
Mike Wilks,46,15.0,3.2,1.1,3.2,33.8,0.2,0.8,28.6,0.8,1.0,78.7,0.4,1.1,1.5,2.0,0.6,0.1,0.6,1.0,976
Sean Lampley,35,13.9,4.8,1.6,3.7,43.4,0.0,0.1,0.0,1.6,2.3,69.5,0.7,1.6,2.4,0.9,0.2,0.1,0.7,0.0,977
Chris Jefferies,51,13.1,3.9,1.5,3.8,38.7,0.4,1.1,33.3,0.6,0.8,67.4,0.3,0.8,1.2,0.4,0.4,0.3,0.9,0.0,978
Lonny Baxter,55,12.4,4.8,1.7,3.7,46.6,0.0,0.0,0.0,1.3,1.9,68.0,1.2,1.8,3.0,0.3,0.2,0.4,0.8,0.0,979
Juaquin Hawkins,58,11.8,2.3,1.0,2.6,38.5,0.2,0.4,41.7,0.2,0.3,50.0,0.3,1.1,1.3,0.8,0.5,0.1,0.5,0.0,980
Kareem Rush,76,11.5,3.0,1.3,3.2,39.3,0.3,0.9,27.9,0.2,0.3,69.6,0.3,0.9,1.2,0.9,0.1,0.1,0.8,1.0,982
Marcus Haislip,39,11.3,4.1,1.7,3.9,43.1,0.1,0.3,25.0,0.7,1.0,68.4,0.5,0.8,1.4,0.2,0.2,0.5,0.5,0.0,983
Chris Wilcox,46,10.4,3.7,1.6,3.0,52.1,0.0,0.0,0.0,0.5,1.1,50.0,0.7,1.6,2.3,0.5,0.1,0.3,0.6,1.0,984
Dan Dickau,50,10.3,3.7,1.4,3.4,41.2,0.4,1.2,36.1,0.4,0.5,80.8,0.2,0.7,0.9,1.7,0.3,0.0,1.1,1.0,985
Tayshaun Prince,42,10.4,3.3,1.3,2.8,44.9,0.5,1.1,42.6,0.3,0.4,64.7,0.1,1.0,1.1,0.6,0.2,0.3,0.5,1.0,986
Ryan Humphrey,48,9.3,1.9,0.7,2.5,29.2,0.0,0.0,0.0,0.5,0.8,59.0,0.7,1.4,2.1,0.2,0.2,0.4,0.5,0.0,987
John Salmons,64,7.9,2.1,0.8,1.8,41.4,0.2,0.5,32.3,0.4,0.5,74.3,0.3,0.7,0.9,0.7,0.3,0.1,0.5,1.0,988
Tamar Slay,36,7.6,2.6,1.1,2.9,37.9,0.2,0.7,28.0,0.2,0.3,70.0,0.2,0.6,0.9,0.4,0.4,0.1,0.6,0.0,989
Qyntel Woods,53,6.3,2.4,1.1,2.2,50.0,0.1,0.2,33.3,0.1,0.4,35.0,0.3,0.7,1.0,0.2,0.3,0.0,0.4,0.0,990
Cameron Payne,57,12.2,5.0,2.0,4.9,41.0,0.6,1.9,32.4,0.3,0.4,79.2,0.2,1.3,1.5,1.9,0.6,0.1,0.8,0.0,991
Adam Harrington,19,5.8,1.6,0.6,1.9,29.7,0.3,0.7,35.7,0.2,0.2,75.0,0.1,0.4,0.4,0.6,0.1,0.1,0.1,0.0,992
Jamaal Tinsley,80,30.5,9.4,3.6,9.5,38.0,0.5,2.2,24.0,1.6,2.3,70.4,1.0,2.8,3.7,8.1,1.7,0.5,3.4,1.0,995
Sonny Parker,77,29.4,9.2,3.5,8.3,41.9,0.8,2.5,32.3,1.4,2.1,67.5,0.4,2.1,2.6,4.3,1.2,0.1,2.0,1.0,996
Trenton Hassell,78,28.7,8.7,3.4,8.1,42.5,0.8,2.1,36.4,1.1,1.5,76.3,0.8,2.4,3.3,2.2,0.7,0.6,1.3,1.0,997
Justin Anderson,55,11.8,3.8,1.3,3.2,40.6,0.4,1.5,26.5,0.8,1.0,80.0,0.3,2.1,2.4,0.5,0.3,0.5,0.4,0.0,998
Gilbert Arenas,47,24.6,10.9,3.7,8.2,45.3,0.8,2.4,34.5,2.6,3.4,77.5,0.9,1.9,2.8,3.7,1.5,0.2,2.1,1.0,1001
Richard Jefferson,79,24.3,9.4,3.4,7.5,45.7,0.2,0.7,23.2,2.4,3.4,71.3,1.1,2.6,3.7,1.8,0.8,0.6,1.4,1.0,1002
Speedy Claxton,67,22.8,7.2,2.7,6.7,40.0,0.1,0.5,12.1,1.7,2.0,83.8,0.7,1.7,2.4,3.0,1.4,0.1,1.4,1.0,1003
Jarron Collins,70,20.6,6.4,2.3,4.9,46.1,0.0,0.0,0.0,1.9,2.6,74.0,2.0,2.3,4.2,0.8,0.4,0.3,0.8,1.0,1004
Brendan Haywood,62,20.4,5.1,1.8,3.6,49.3,0.0,0.0,0.0,1.6,2.6,60.6,2.3,2.9,5.2,0.5,0.3,1.5,0.8,1.0,1005
Tyson Chandler,71,19.6,6.1,2.1,4.3,49.7,0.0,0.0,0.0,1.9,3.1,60.4,1.6,3.2,4.8,0.8,0.4,1.3,1.4,1.0,1006
Jason Collins,77,18.3,4.5,1.5,3.6,42.1,0.0,0.0,50.0,1.5,2.1,70.1,1.7,2.2,3.9,1.1,0.4,0.6,0.9,1.0,1007
Troy Murphy,82,17.7,5.9,2.2,5.2,42.1,0.0,0.1,33.3,1.5,1.9,77.6,1.2,2.7,3.9,0.9,0.4,0.3,1.0,1.0,1008
Terence Morris,68,16.3,3.8,1.6,4.3,38.4,0.2,1.1,19.2,0.3,0.4,64.3,1.1,2.0,3.1,0.9,0.3,0.4,0.7,0.0,1009
Eddy Curry,72,16.0,6.7,2.6,5.2,50.1,0.0,0.0,0.0,1.5,2.2,65.6,1.5,2.2,3.8,0.3,0.2,0.7,1.0,1.0,1010
Kwame Brown,57,14.3,4.5,1.6,4.3,38.7,0.0,0.0,0.0,1.2,1.7,70.7,1.1,2.4,3.5,0.8,0.3,0.5,0.8,1.0,1013
Will Solomon,62,14.1,5.2,1.8,5.3,34.1,0.7,2.6,28.4,0.8,1.2,67.1,0.2,0.9,1.1,1.5,0.6,0.1,1.0,0.0,1014
Lamar Patterson,35,11.3,2.4,0.8,2.3,35.0,0.3,1.4,24.5,0.5,0.6,72.7,0.1,1.3,1.4,1.1,0.3,0.1,0.7,0.0,1015
Etan Thomas,47,13.1,4.3,1.7,3.2,53.6,0.0,0.0,0.0,0.9,1.6,55.4,1.2,2.7,3.9,0.1,0.4,0.7,0.6,1.0,1016
Tierre Brown,40,10.1,3.1,1.2,2.9,42.6,0.1,0.3,33.3,0.5,0.7,75.0,0.3,0.8,1.1,1.8,0.5,0.1,1.0,0.0,1017
Steven Hunter,53,9.7,3.6,1.3,2.8,45.6,0.0,0.0,0.0,1.0,1.8,58.5,0.8,1.1,1.8,0.1,0.1,0.8,0.3,1.0,1018
Alton Ford,53,8.5,3.1,1.2,2.2,51.7,0.0,0.0,0.0,0.8,1.1,73.7,0.6,1.4,2.0,0.1,0.1,0.1,0.6,0.0,1020
Gerald Wallace,54,8.0,3.2,1.4,3.2,42.9,0.0,0.1,0.0,0.4,0.9,50.0,0.9,0.7,1.6,0.5,0.3,0.1,0.4,1.0,1021
Brandon Armstrong,35,5.6,1.8,0.8,2.4,31.8,0.1,0.5,29.4,0.1,0.3,50.0,0.3,0.2,0.5,0.2,0.2,0.0,0.2,0.0,1024
Willie Reed,39,10.9,4.7,1.9,3.4,57.1,0.0,0.0,0.0,0.8,1.4,54.5,1.3,1.9,3.1,0.3,0.1,0.8,0.4,0.0,1025
Marcus Fizer,72,21.9,9.5,3.9,9.0,43.0,0.1,0.5,25.6,1.6,2.2,72.7,1.1,3.3,4.3,1.1,0.4,0.3,1.7,1.0,1032
Courtney Alexander,65,21.3,9.5,3.7,8.8,41.7,0.3,0.7,37.0,1.9,2.3,82.0,0.6,1.6,2.2,1.0,0.7,0.1,1.1,0.0,1034
Chris Mihm,59,19.8,7.6,2.9,6.6,44.2,0.0,0.0,0.0,1.7,2.1,79.4,1.8,2.9,4.7,0.3,0.3,0.9,1.4,1.0,1035
Kelly Oubre,63,10.7,3.7,1.4,3.3,42.7,0.4,1.3,31.6,0.5,0.8,63.3,0.4,1.7,2.1,0.2,0.3,0.1,0.5,0.0,1036
Khalid El-Amin,50,18.7,6.3,2.3,6.2,37.0,0.6,1.7,33.3,1.1,1.4,77.8,0.4,1.2,1.6,2.9,1.0,0.0,1.1,0.0,1038
Quentin Richardson,76,17.9,8.1,3.1,6.9,44.2,0.7,2.0,33.1,1.3,2.1,62.7,1.4,2.0,3.4,0.8,0.6,0.1,0.8,1.0,1039
Jamal Crawford,61,17.2,4.6,1.8,5.0,35.2,0.7,1.9,35.0,0.4,0.6,79.4,0.1,1.3,1.5,2.3,0.7,0.2,1.4,1.0,1041
DerMarr Johnson,78,16.8,5.1,1.9,5.0,37.4,0.5,1.6,32.3,0.8,1.1,73.6,0.7,1.6,2.3,0.8,0.6,0.4,1.2,1.0,1042
Stromile Swift,80,16.4,4.9,1.9,4.2,45.1,0.0,0.1,0.0,1.1,1.8,60.3,1.4,2.2,3.6,0.4,0.8,1.0,0.8,1.0,1043
Mateen Cleaves,78,16.3,5.4,2.1,5.1,40.0,0.1,0.2,29.4,1.2,1.8,70.8,0.3,1.4,1.7,2.7,0.6,0.0,1.8,1.0,1045
Mike Penberthy,53,16.1,5.0,1.7,4.2,41.4,1.0,2.6,39.6,0.5,0.6,90.3,0.2,1.0,1.2,1.3,0.4,0.0,0.6,0.0,1046
Lee Nailon,42,11.2,3.9,1.6,3.2,48.5,0.0,0.0,0.0,0.8,1.0,74.4,0.7,1.5,2.2,0.6,0.2,0.1,0.6,1.0,1047
Eddie House,50,11.0,5.0,2.1,4.9,42.1,0.4,1.1,34.5,0.5,0.7,68.6,0.1,0.7,0.8,1.0,0.3,0.0,0.7,1.0,1048
Paul McPherson,55,10.8,4.8,2.0,3.9,50.5,0.0,0.2,16.7,0.8,1.1,72.4,0.7,0.7,1.4,0.7,0.5,0.1,0.8,0.0,1049
Daniel Santiago,54,10.8,3.1,1.2,2.5,47.8,0.0,0.0,0.0,0.8,1.1,68.9,0.6,1.2,1.9,0.2,0.3,0.4,0.9,0.0,1050
Darrun Hilliard,38,10.1,4.0,1.4,3.4,39.7,0.5,1.3,38.0,0.8,1.1,72.5,0.1,1.1,1.2,0.7,0.2,0.0,0.5,0.0,1052
Mark Madsen,70,9.2,2.0,0.8,1.6,48.7,0.0,0.0,100.0,0.4,0.5,70.3,1.1,1.1,2.2,0.3,0.1,0.1,0.4,1.0,1053
DeShawn Stevenson,40,7.3,2.2,0.8,2.3,34.1,0.0,0.3,8.3,0.7,1.0,68.4,0.2,0.5,0.7,0.5,0.3,0.1,0.7,1.0,1054
Elton Brand,81,37.0,20.1,7.8,16.1,48.2,0.0,0.0,0.0,4.5,6.6,68.5,4.3,5.7,10.0,1.9,0.8,1.6,2.8,1.0,1055
Lamar Odom,76,36.4,16.6,5.9,13.5,43.8,0.8,2.2,36.0,4.0,5.5,71.9,2.1,5.7,7.8,4.2,1.2,1.3,3.4,1.0,1056
Adrian Griffin,72,26.8,6.7,2.4,5.7,42.4,0.2,0.8,28.1,1.7,2.2,75.3,1.8,3.4,5.2,2.5,1.6,0.2,1.3,1.0,1060
James Posey,81,25.3,8.2,2.8,6.6,42.9,1.0,2.7,37.3,1.5,1.9,80.0,1.0,2.9,3.9,1.8,1.2,0.4,1.2,1.0,1062
Kenny Thomas,72,25.0,8.3,2.9,7.4,39.9,0.4,1.7,26.2,1.9,2.9,66.0,2.0,4.0,6.1,1.6,0.8,0.3,1.6,1.0,1063
Shawn Marion,51,24.7,10.2,4.4,9.2,47.1,0.1,0.4,18.2,1.4,1.7,84.7,2.1,4.5,6.5,1.4,0.8,1.0,1.0,1.0,1064
Vonteego Cummings,75,23.9,9.4,3.5,8.7,40.5,0.7,2.0,32.5,1.7,2.3,75.1,0.8,1.7,2.5,3.3,1.2,0.2,1.8,0.0,1065
Anthony Carter,79,23.5,6.3,2.5,6.4,39.5,0.0,0.3,13.0,1.2,1.6,75.0,0.6,1.9,2.5,4.8,1.2,0.1,2.2,1.0,1066
Chucky Atkins,82,19.8,9.5,3.8,9.0,42.4,0.7,2.0,35.0,1.2,1.6,72.9,0.2,1.3,1.5,3.7,0.6,0.0,1.7,1.0,1068
Richard Hamilton,71,19.3,9.0,3.6,8.5,42.0,0.4,1.1,36.4,1.5,1.9,77.4,0.5,1.3,1.8,1.5,0.4,0.1,1.2,1.0,1069
Greg Buckner,48,19.2,5.7,2.3,4.9,47.6,0.2,0.5,38.5,0.9,1.3,68.3,1.2,2.5,3.6,1.1,0.8,0.4,0.8,1.0,1070
Langston Galloway,45,32.4,11.8,4.5,11.4,39.9,1.4,3.9,35.2,1.4,1.7,80.8,0.8,3.4,4.2,3.3,1.2,0.3,1.4,0.0,1071
Baron Davis,82,18.6,5.9,2.2,5.3,42.0,0.3,1.4,22.5,1.2,1.9,63.4,0.6,1.4,2.0,3.8,1.2,0.2,1.7,1.0,1072
Corey Maggette,77,17.8,8.4,2.9,6.1,47.8,0.0,0.1,18.2,2.5,3.4,75.1,1.6,2.3,3.9,0.8,0.3,0.3,1.8,1.0,1073
Eddie Robinson,67,16.6,7.0,3.2,5.8,54.9,0.0,0.1,0.0,0.7,1.0,73.4,0.8,1.9,2.7,0.5,0.7,0.4,0.6,1.0,1074
Michael Ruffin,71,13.7,2.2,0.8,1.9,42.0,0.0,0.0,0.0,0.6,1.2,48.9,1.6,1.9,3.5,0.6,0.4,0.4,0.8,1.0,1075
Quincy Lewis,74,12.1,3.8,1.5,4.0,37.2,0.3,0.9,36.5,0.5,0.7,73.1,0.6,0.9,1.5,0.5,0.3,0.2,0.6,0.0,1077
Ryan Bowen,52,11.3,2.5,0.9,2.3,39.3,0.0,0.2,11.1,0.7,1.0,71.7,1.4,0.8,2.2,0.4,0.8,0.3,0.3,1.0,1078
Cal Bowdler,46,9.2,2.7,1.1,2.5,42.6,0.0,0.0,0.0,0.5,0.8,63.2,0.5,1.4,1.8,0.3,0.3,0.2,0.5,0.0,1079
Scott Padgett,47,9.2,2.6,0.9,3.0,31.4,0.3,0.9,29.5,0.4,0.6,70.4,0.5,1.4,1.9,0.5,0.3,0.2,0.5,1.0,1080
Nerlens Noel,75,30.8,9.9,4.0,8.7,46.2,0.0,0.0,0.0,1.9,3.1,60.9,2.5,5.7,8.1,1.7,1.8,1.9,1.9,0.0,1081
Roy Rogers,40,8.9,2.2,0.9,2.2,39.8,0.0,0.0,0.0,0.5,1.0,46.3,0.8,1.2,2.0,0.2,0.1,0.9,0.3,0.0,1082
William Avery,59,8.2,2.6,0.9,3.1,30.9,0.3,1.1,28.6,0.4,0.6,66.7,0.1,0.5,0.7,1.5,0.2,0.0,0.7,0.0,1083
Milt Palacio,53,7.4,2.0,0.8,1.8,43.9,0.0,0.0,0.0,0.4,0.7,59.5,0.3,0.6,1.0,0.9,0.4,0.0,0.8,1.0,1084
Devean George,49,7.0,3.2,1.1,2.9,38.9,0.3,1.0,34.0,0.6,0.8,65.9,0.6,0.9,1.5,0.2,0.2,0.1,0.4,1.0,1085
Lari Ketner,22,6.0,1.5,0.6,1.5,40.6,0.0,0.0,0.0,0.4,0.5,66.7,0.5,1.0,1.5,0.0,0.2,0.1,0.5,0.0,1086
Jason Williams,50,36.1,12.8,4.6,12.3,37.4,2.0,6.5,31.0,1.6,2.1,75.2,0.3,2.8,3.1,6.0,1.9,0.0,2.9,1.0,1087
Vince Carter,50,35.2,18.3,6.9,15.3,45.0,0.4,1.3,28.8,4.1,5.4,76.1,1.9,3.8,5.7,3.0,1.1,1.5,2.2,1.0,1088
Elfrid Payton,82,30.4,8.9,3.7,8.6,42.5,0.1,0.5,26.2,1.4,2.6,55.1,1.3,3.0,4.3,6.5,1.7,0.2,2.5,0.0,1091
Michael Dickerson,50,31.2,10.9,4.3,9.2,46.5,1.4,3.3,43.3,0.9,1.4,63.9,0.5,1.1,1.7,1.9,0.5,0.2,1.3,1.0,1092
Jamie Feick,28,30.4,6.3,2.4,4.8,50.0,0.0,0.0,0.0,1.5,2.1,71.7,4.0,6.3,10.3,0.9,0.9,0.6,1.2,1.0,1093
Jamie Feick,41,15.2,3.7,1.4,3.8,35.7,0.1,0.3,35.7,0.8,1.6,50.7,2.0,3.2,5.2,0.6,0.4,0.3,0.8,1.0,1094
Cuttino Mobley,49,29.7,9.9,3.5,8.3,42.5,1.1,3.0,35.8,1.8,2.2,81.8,0.4,1.8,2.3,2.5,0.9,0.5,1.6,1.0,1095
Antawn Jamison,47,22.5,9.6,3.8,8.4,45.2,0.1,0.2,30.0,1.9,3.3,58.8,2.8,3.6,6.4,0.7,0.8,0.3,1.4,1.0,1097
Robert Traylor,49,16.0,5.3,2.2,4.1,53.7,0.0,0.0,0.0,0.9,1.6,53.8,1.6,2.1,3.7,0.8,0.9,0.9,0.9,1.0,1101
Cory Carr,42,14.9,4.1,1.7,5.1,32.9,0.1,0.7,16.7,0.6,0.8,75.0,0.2,1.0,1.2,1.6,0.5,0.2,1.1,0.0,1103
Keon Clark,28,14.6,3.3,1.3,2.9,45.0,0.0,0.0,0.0,0.8,1.3,56.8,1.3,2.1,3.4,0.4,0.4,1.1,0.8,1.0,1104
Damon Jones,24,14.3,5.2,1.8,5.0,36.1,1.0,2.6,40.3,0.6,0.7,82.4,0.3,1.6,1.8,1.8,0.5,0.0,0.7,1.0,1105
Pat Garrity,39,13.8,5.6,2.2,4.4,50.0,0.2,0.5,38.9,1.0,1.4,71.4,0.7,1.3,1.9,0.5,0.2,0.1,0.5,1.0,1106
Marcus Smart,67,27.0,7.8,2.6,7.1,36.7,1.4,4.1,33.5,1.2,1.9,64.6,0.9,2.4,3.3,3.1,1.5,0.3,1.3,0.0,1107
Bryce Drew,34,13.0,3.5,1.4,3.8,36.4,0.5,1.4,32.7,0.2,0.2,100.0,0.1,0.9,0.9,1.5,0.3,0.1,0.9,1.0,1108
Jelani McCoy,26,12.7,5.1,2.2,2.9,73.7,0.0,0.0,0.0,0.8,1.6,50.0,1.0,2.0,3.0,0.2,0.4,0.8,0.4,1.0,1109
Brad Miller,38,12.3,6.3,2.1,3.6,56.5,0.0,0.1,50.0,2.1,2.7,79.4,0.9,2.2,3.1,0.6,0.2,0.5,0.8,1.0,1110
Ricky Davis,46,12.1,4.5,1.8,4.3,40.5,0.0,0.3,16.7,1.0,1.3,76.3,0.9,1.0,1.8,1.3,0.7,0.1,1.2,1.0,1111
J.R. Henderson,30,11.0,3.2,1.2,3.2,36.5,0.1,0.2,40.0,0.8,1.5,55.6,0.7,0.9,1.6,0.7,0.3,0.1,0.6,0.0,1112
Corey Benjamin,31,10.3,3.8,1.4,3.8,37.6,0.1,0.5,21.4,0.9,1.3,67.5,0.5,0.8,1.3,0.3,0.3,0.3,0.7,0.0,1113
Roshown McLeod,34,10.2,4.8,1.8,4.8,38.0,0.0,0.3,10.0,1.1,1.3,82.2,0.4,1.1,1.5,0.4,0.1,0.0,0.7,0.0,1114
Earl Boykins,22,10.0,3.0,1.4,3.6,38.0,0.1,0.8,16.7,0.1,0.1,66.7,0.3,0.5,0.8,1.5,0.3,0.0,0.9,1.0,1115
Toby Bailey,27,9.2,2.9,1.3,3.2,39.5,0.0,0.2,20.0,0.3,0.5,69.2,0.9,1.1,2.0,0.5,0.3,0.1,0.4,0.0,1116
Marlon Garnett,24,8.5,2.1,0.6,2.1,29.4,0.3,1.0,26.1,0.6,0.8,75.0,0.1,0.8,0.9,0.8,0.2,0.0,0.5,0.0,1117
Andrae Patterson,35,8.1,3.3,1.2,2.8,44.3,0.0,0.1,0.0,0.8,1.0,77.8,0.9,1.0,1.9,0.4,0.5,0.2,0.6,0.0,1119
Gerald Brown,33,7.2,2.4,1.0,2.7,37.1,0.1,0.3,30.0,0.3,0.4,78.6,0.2,0.5,0.7,0.9,0.1,0.0,0.7,0.0,1120
Ruben Patterson,24,6.0,2.7,0.9,2.1,41.2,0.0,0.3,16.7,0.9,1.3,71.0,0.7,0.5,1.3,0.1,0.2,0.1,0.5,1.0,1121
Nazr Mohammed,26,4.7,1.6,0.6,1.6,35.7,0.0,0.0,0.0,0.5,0.8,57.1,0.7,0.7,1.4,0.1,0.2,0.1,0.5,1.0,1122
Keith Van Horn,62,37.5,19.7,7.2,16.9,42.6,1.1,3.6,30.8,4.2,4.9,84.6,2.3,4.3,6.6,1.7,1.0,0.4,2.6,1.0,1123
Ron Mercer,80,33.3,15.3,6.4,14.3,45.0,0.0,0.4,10.7,2.4,2.8,83.9,1.4,2.1,3.5,2.2,1.6,0.2,1.6,1.0,1124
Brevin Knight,80,31.0,9.0,3.3,7.4,44.1,0.0,0.1,0.0,2.5,3.1,80.1,0.8,2.3,3.2,8.2,2.5,0.2,2.4,1.0,1125
